combined	chromosome	haplotype	region	subtelomeric	acrocentric	repeat	gene
869	7	2	20	6	7	3	1
870	30	2	20	2	7	8	1
871	26	2	18	6	7	9	3
872	12	2	9	6	7	9	1
873	26	2	17	6	6	12	1
874	26	2	9	6	6	12	1
875	12	2	20	6	7	3	2
876	26	2	9	6	1	20	2
877	30	2	7	6	7	15	2
878	30	2	8	6	7	17	2
879	30	2	9	6	3	6	2
880	26	2	5	6	6	6	3
881	30	2	9	6	3	9	2
882	30	2	7	6	7	10	2
883	26	2	7	6	7	10	2
884	26	2	7	6	7	10	3
885	30	2	7	6	7	6	2
886	26	2	8	6	6	10	1
887	7	2	9	6	7	20	1
888	30	2	7	6	1	11	2
889	30	2	7	6	1	20	2
890	30	2	7	6	1	6	1
891	30	2	7	6	1	8	1
892	30	2	7	6	1	8	2
893	30	2	7	6	6	8	2
894	26	2	3	6	7	6	2
895	26	2	3	6	7	6	3
896	26	2	17	6	7	6	3
897	26	2	17	6	6	6	3
898	7	2	18	6	7	16	3
899	7	2	18	6	7	17	3
900	7	2	9	6	7	20	3
901	30	2	17	4	7	8	2
902	7	2	18	6	7	9	3
903	26	2	5	6	7	12	2
904	30	2	20	6	7	17	3
905	7	2	18	6	7	3	3
906	7	2	20	6	7	3	2
907	26	2	9	6	3	20	2
908	30	2	9	6	3	20	2
909	30	2	5	6	7	10	2
910	26	2	10	6	7	20	3
911	30	2	3	6	7	11	2
912	12	2	9	6	7	12	1
913	26	2	3	6	7	11	2
914	7	1	18	6	7	13	2
915	26	2	15	6	6	6	2
916	26	2	20	6	6	8	1
917	26	2	17	6	1	6	2
918	26	2	20	6	7	13	2
919	7	2	9	6	7	6	1
920	26	2	9	6	1	17	1
921	30	2	17	6	7	12	2
922	12	2	20	6	7	17	2
923	30	2	9	6	7	16	2
924	30	2	9	6	3	15	2
925	26	2	20	6	3	20	2
926	26	2	20	3	7	20	2
927	26	2	18	6	3	20	2
928	30	2	18	6	3	10	2
929	26	2	7	6	7	20	1
930	30	2	8	6	6	10	2
931	12	2	5	6	7	8	2
932	26	2	10	6	6	11	1
933	26	2	20	6	7	16	3
934	12	2	20	6	7	17	3
935	30	2	9	6	1	9	2
936	30	2	3	6	7	8	2
937	30	2	3	6	7	8	3
938	30	2	9	4	6	8	2
939	12	2	18	6	7	17	2
940	26	2	7	6	1	6	2
941	30	2	8	6	6	10	1
942	30	2	15	6	7	9	1
943	26	2	5	6	6	8	2
944	26	2	15	6	6	9	2
945	26	2	7	6	1	8	2
946	7	2	9	6	7	3	2
947	7	2	18	6	7	17	2
948	7	2	9	6	7	17	2
949	7	2	9	6	7	3	1
950	7	2	9	6	7	12	1
951	7	2	9	6	7	12	3
952	7	2	9	6	7	15	3
953	7	2	18	6	7	4	1
954	7	2	9	6	7	4	1
955	26	2	9	6	7	4	1
956	7	1	18	6	7	4	1
957	7	2	9	6	7	11	1
958	26	2	15	6	6	8	3
959	7	2	18	6	7	4	3
960	7	2	9	6	7	4	2
961	26	2	18	6	7	4	1
962	7	2	20	6	7	4	1
963	26	2	20	6	7	4	1
964	12	2	18	6	7	4	1
965	26	2	14	6	7	8	2
966	7	2	14	6	7	8	2
967	7	2	9	6	7	4	3
968	7	2	18	6	7	4	2
969	7	2	20	6	7	4	3
970	7	2	18	6	7	15	1
971	7	2	9	6	7	15	1
972	7	2	18	6	7	17	1
973	12	2	20	6	7	17	1
974	26	2	15	6	6	9	1
975	7	2	9	6	7	15	2
976	26	2	17	6	6	20	1
977	26	2	12	6	6	8	2
978	30	2	9	6	1	20	2
979	26	2	9	6	3	11	2
980	26	2	18	6	6	20	2
981	30	2	8	6	7	10	3
982	30	2	12	6	7	8	2
983	26	2	12	6	6	8	3
984	30	2	20	6	3	15	1
985	26	2	20	6	3	15	1
986	30	2	8	6	7	17	1
987	7	1	18	2	7	20	2
988	12	2	18	6	7	16	2
989	26	2	9	6	6	12	3
990	30	2	20	6	3	6	1
991	26	2	9	6	3	15	1
992	26	2	8	6	7	11	1
993	30	2	15	6	7	15	2
994	30	2	15	6	7	15	1
995	12	2	20	6	7	3	1
996	30	2	7	6	7	9	1
997	26	2	9	6	6	17	2
998	7	2	20	6	7	15	1
999	26	2	10	6	7	10	3
1000	26	2	8	6	7	6	3
1001	12	2	7	6	7	8	3
1002	30	2	20	6	3	11	1
1003	7	1	18	6	7	13	1
1004	30	2	8	6	7	20	1
1005	26	2	20	6	7	2	1
1006	7	2	18	6	7	2	2
1007	26	2	7	6	7	11	2
1008	26	2	5	6	7	11	1
1009	30	2	5	6	6	7	2
1010	30	2	17	6	6	12	2
1011	30	2	12	6	7	12	2
1012	30	2	12	6	7	20	3
1013	26	2	10	6	6	20	2
1014	26	2	12	6	6	8	1
1015	26	2	7	6	1	20	2
1016	30	2	17	6	6	7	3
1017	26	2	9	6	7	2	2
1018	26	2	8	6	7	7	2
1019	26	2	20	6	7	4	2
1020	30	2	15	6	7	8	3
1021	30	2	17	6	3	20	1
1022	12	2	20	6	7	16	2
1023	30	2	16	6	6	20	3
1024	30	2	17	6	1	15	2
1025	12	2	5	6	7	6	2
1026	30	2	20	6	3	20	2
1027	26	2	8	6	7	7	1
1028	30	2	8	6	7	7	1
1029	26	2	20	6	6	8	2
1030	26	2	9	6	6	17	3
1031	30	2	20	6	7	13	2
1032	7	1	18	6	7	2	1
1033	30	2	2	6	7	8	2
1034	12	2	5	6	7	11	3
1035	26	2	5	6	7	20	2
1036	26	2	20	6	7	2	3
1037	30	2	20	6	7	2	2
1038	30	2	5	6	7	17	2
1039	30	2	9	4	7	15	2
1040	12	2	15	6	7	8	3
1041	12	2	15	6	7	8	2
1042	26	2	9	6	1	7	3
1043	26	2	17	6	6	9	1
1044	26	2	9	6	6	7	3
1045	26	2	20	6	6	10	2
1046	30	2	20	6	6	15	2
1047	26	2	17	6	6	15	3
1048	30	2	15	6	7	11	2
1049	12	2	17	6	7	8	3
1050	26	2	9	2	7	8	2
1051	30	2	15	6	7	9	2
1052	26	2	18	6	3	20	3
1053	30	2	7	6	7	7	1
1054	12	2	18	6	7	17	3
1055	26	2	20	6	7	1	2
1056	26	2	18	6	7	1	2
1057	30	2	9	2	7	15	2
1058	26	2	5	6	6	20	2
1059	30	2	3	6	7	10	2
1060	30	2	3	6	7	10	1
1061	30	2	17	6	6	16	2
1062	7	2	20	6	7	2	3
1063	30	2	9	6	7	17	3
1064	12	2	9	6	7	3	2
1065	30	2	16	6	7	8	2
1066	26	2	9	6	6	15	3
1067	26	2	9	4	7	8	2
1068	30	2	9	6	7	2	1
1069	30	2	20	6	7	2	1
1070	12	2	8	6	7	8	3
1071	12	2	7	6	7	20	3
1072	30	2	9	6	3	12	1
1073	12	2	20	6	7	7	1
1074	30	2	18	6	7	7	1
1075	30	2	20	6	3	8	2
1076	12	2	9	6	7	7	1
1077	26	2	9	6	1	15	2
1078	26	2	20	6	7	3	3
1079	12	2	18	6	7	9	3
1080	30	2	20	6	3	1	1
1081	26	2	18	6	3	10	1
1082	26	2	18	6	3	20	1
1083	26	2	17	6	7	11	3
1084	26	2	7	6	7	11	1
1085	26	2	8	6	6	10	3
1086	30	2	18	6	7	15	1
1087	26	2	18	6	7	2	3
1088	26	2	15	6	7	9	2
1089	12	2	20	6	7	2	2
1090	26	2	1	6	7	15	2
1091	30	2	3	6	7	6	1
1092	26	2	12	6	6	20	2
1093	30	2	7	6	6	20	2
1094	30	2	7	6	6	6	2
1095	30	2	7	6	6	10	2
1096	30	2	3	6	7	8	1
1097	12	2	7	6	7	7	2
1098	30	2	7	6	7	6	3
1099	26	2	9	6	3	8	3
1100	30	2	2	6	7	8	1
1101	12	2	20	6	7	14	3
1102	30	2	9	6	1	8	3
1103	26	2	9	6	1	9	2
1104	26	2	1	6	7	11	2
1105	7	2	18	2	7	20	2
1106	12	2	8	6	7	10	3
1107	26	2	7	6	7	15	2
1108	26	2	7	6	7	8	3
1109	7	1	18	6	7	1	1
1110	30	2	12	6	6	8	2
1111	26	2	10	6	7	8	2
1112	12	2	5	6	7	10	2
1113	30	2	8	6	6	20	1
1114	26	2	9	6	1	7	1
1115	26	2	20	6	7	17	3
1116	12	2	18	6	7	7	1
1117	26	2	5	6	7	7	1
1118	26	2	9	6	6	7	1
1119	26	2	5	6	6	7	2
1120	26	2	5	6	6	9	2
1121	30	2	8	6	6	20	2
1122	12	2	7	6	7	10	3
1123	30	2	7	6	6	11	1
1124	26	2	17	6	7	7	3
1125	7	2	20	6	7	2	2
1126	26	2	7	6	6	8	3
1127	26	2	9	6	7	17	3
1128	12	2	7	6	7	20	2
1129	26	2	8	6	7	15	2
1130	26	2	9	2	7	8	1
1131	26	2	18	6	7	9	1
1132	30	2	3	6	6	6	2
1133	26	2	9	4	7	11	2
1134	26	2	3	6	7	8	1
1135	7	2	20	6	7	2	1
1136	26	2	8	6	5	11	2
1137	26	2	17	6	6	9	2
1138	12	2	17	6	7	10	1
1139	30	2	18	6	7	17	2
1140	30	2	18	6	7	3	3
1141	30	2	18	6	7	3	2
1142	26	2	20	6	6	20	2
1143	12	2	18	6	7	4	2
1144	26	2	3	6	7	8	3
1145	12	2	3	6	7	8	2
1146	26	2	8	6	7	17	2
1147	26	2	17	6	7	12	1
1148	12	2	9	6	7	9	3
1149	12	2	9	6	7	17	3
1150	26	2	10	6	7	10	1
1151	26	2	8	6	7	10	3
1152	26	2	17	6	6	17	1
1153	26	2	1	6	7	6	2
1154	30	2	1	6	7	6	2
1155	26	2	9	6	1	6	1
1156	30	2	15	6	6	8	3
1157	26	2	9	6	7	3	3
1158	30	2	6	6	6	6	2
1159	12	2	8	6	7	20	1
1160	12	2	18	6	7	1	2
1161	30	2	20	6	7	1	2
1162	12	2	20	6	7	1	2
1163	7	2	9	6	7	7	2
1164	30	2	20	2	7	10	2
1165	26	2	18	6	3	8	2
1166	26	2	17	6	6	17	2
1167	12	2	18	6	7	17	1
1168	26	2	5	6	7	7	3
1169	12	2	5	6	7	7	2
1170	7	2	18	6	7	7	1
1171	7	2	20	2	7	8	3
1172	26	2	7	6	7	7	2
1173	30	2	8	6	7	6	1
1174	26	2	9	2	7	15	1
1175	30	2	18	6	7	7	3
1176	26	2	8	6	7	16	3
1177	30	2	9	2	6	8	2
1178	12	2	7	6	7	10	2
1179	12	2	7	6	7	11	2
1180	26	2	20	6	6	10	1
1181	26	2	7	6	7	6	1
1182	30	2	7	6	7	6	1
1183	26	2	6	6	6	6	2
1184	26	2	17	6	1	6	1
1185	26	2	9	6	3	10	2
1186	7	2	9	6	7	7	3
1187	26	2	12	6	7	20	1
1188	26	2	3	6	6	6	2
1189	30	2	7	6	1	6	2
1190	30	2	9	6	6	2	1
1191	12	2	20	6	7	1	1
1192	26	2	20	6	3	6	2
1193	30	2	8	6	6	11	1
1194	26	2	8	6	7	12	1
1195	12	2	20	6	7	4	1
1196	30	2	18	6	7	2	3
1197	30	2	20	6	7	2	3
1198	12	2	18	6	7	2	3
1199	26	2	8	6	6	20	2
1200	30	2	10	6	7	11	2
1201	30	2	20	6	6	10	2
1202	30	2	15	6	7	10	2
1203	12	2	8	6	7	17	2
1204	30	2	18	6	7	16	2
1205	26	2	7	6	1	20	3
1206	26	2	3	6	7	6	1
1207	26	2	20	6	3	6	1
1208	30	2	17	6	5	15	2
1209	12	2	8	6	7	6	2
1210	30	2	5	6	7	11	1
1211	30	2	8	6	6	8	1
1212	26	2	5	6	6	11	2
1213	30	2	3	6	7	6	3
1214	26	2	6	6	7	8	2
1215	30	2	20	6	7	1	1
1216	30	2	9	6	7	1	1
1217	30	2	5	6	6	8	1
1218	26	2	5	6	6	20	3
1219	12	2	17	6	7	6	2
1220	12	2	8	6	7	8	2
1221	26	2	9	6	1	20	1
1222	26	2	8	6	6	10	2
1223	30	2	1	6	7	10	2
1224	30	2	6	6	7	6	1
1225	26	2	18	6	6	20	3
1226	26	2	2	6	7	11	2
1227	30	2	2	6	7	11	2
1228	30	2	20	2	7	20	2
1229	30	2	10	6	7	20	2
1230	26	2	10	6	6	8	2
1231	12	2	8	6	7	20	2
1232	30	2	1	6	7	6	3
1233	26	2	1	6	7	6	3
1234	30	2	9	6	1	16	1
1235	26	2	20	6	7	1	1
1236	26	2	8	6	6	15	2
1237	30	2	17	6	6	6	3
1238	26	2	9	6	3	20	1
1239	12	2	8	6	7	6	3
1240	30	2	8	6	6	11	2
1241	30	2	10	6	6	20	2
1242	30	2	10	6	6	6	2
1243	30	2	9	6	1	6	3
1244	12	2	9	6	7	3	1
1245	30	2	17	6	6	1	1
1246	30	2	17	6	7	1	1
1247	26	2	18	6	7	1	1
1248	26	2	18	2	7	20	2
1249	30	2	9	6	4	11	2
1250	26	2	5	6	7	20	1
1251	12	2	3	6	7	6	3
1252	26	2	8	6	7	15	1
1253	26	2	3	6	6	6	1
1254	30	2	1	6	7	11	2
1255	26	2	3	6	7	20	2
1256	26	2	3	6	7	12	2
1257	30	2	5	6	7	9	2
1258	30	2	7	6	6	8	1
1259	12	2	8	6	7	20	3
1260	26	2	6	6	6	15	2
1261	26	2	6	6	6	12	2
1262	30	2	6	6	6	12	2
1263	30	2	5	6	6	12	2
1264	30	2	5	6	6	12	3
1265	30	2	3	6	6	6	3
1266	26	2	5	6	7	15	1
1267	26	2	20	6	7	13	3
1268	26	2	20	6	4	10	1
1269	26	2	5	6	6	10	3
1270	26	2	5	6	6	10	2
1271	30	2	5	6	6	20	3
1272	30	2	6	6	6	11	2
1273	30	2	2	6	7	6	2
1274	30	2	10	6	6	11	1
1275	7	2	9	6	7	16	2
1276	30	2	8	6	7	6	3
1277	7	2	3	6	7	6	2
1278	26	2	1	6	7	20	2
1279	26	2	7	6	7	7	1
1280	26	2	18	6	7	1	3
1281	30	2	2	6	7	15	2
1282	30	2	17	6	1	20	3
1283	30	2	17	6	5	6	1
1284	30	2	8	6	6	16	2
1285	26	2	8	6	6	16	2
1286	12	2	7	6	7	6	3
1287	26	2	10	6	7	11	1
1288	26	2	17	6	1	10	1
1289	12	2	8	6	7	10	2
1290	7	2	18	6	7	13	2
1291	26	2	7	6	6	15	2
1292	26	2	17	6	7	12	2
1293	26	2	9	6	7	4	3
1294	26	2	20	6	3	17	1
1295	26	2	20	6	3	1	1
1296	26	2	9	6	3	1	1
1297	26	2	18	6	3	1	1
1298	26	2	5	6	7	15	2
1299	26	2	9	6	3	15	2
1300	26	2	20	6	7	1	3
1301	26	2	8	6	6	8	3
1302	12	2	9	6	7	3	3
1303	7	2	20	6	7	9	3
1304	26	2	17	6	1	6	3
1305	30	2	17	6	1	6	3
1306	26	2	8	6	5	20	2
1307	26	2	17	6	1	20	2
1308	30	2	20	6	6	20	3
1309	12	2	20	6	7	16	3
1310	12	2	5	6	7	7	3
1311	30	2	6	6	6	6	1
1312	26	2	10	6	6	6	2
1313	30	2	17	6	5	20	2
1314	26	2	3	6	7	7	2
1315	12	2	3	6	7	7	3
1316	26	2	7	6	7	6	3
1317	30	2	5	6	6	7	1
1318	26	2	15	6	7	6	3
1319	26	2	15	6	7	6	2
1320	30	2	1	6	7	6	1
1321	30	2	7	6	7	17	2
1322	26	2	3	6	7	10	3
1323	26	2	3	6	7	10	2
1324	30	2	20	6	6	6	2
1325	26	2	12	6	7	10	2
1326	30	2	6	6	7	6	3
1327	30	2	20	6	3	15	2
1328	26	2	5	6	7	12	3
1329	12	2	5	6	7	20	3
1330	30	2	5	6	7	20	3
1331	30	2	5	6	7	20	1
1332	30	2	5	6	6	20	2
1333	30	2	6	6	6	20	3
1334	30	2	6	6	6	20	2
1335	26	2	6	6	6	20	3
1336	26	2	3	6	6	6	3
1337	12	2	18	6	7	16	3
1338	26	2	17	6	6	16	2
1339	26	2	20	6	7	4	3
1340	26	2	9	6	1	11	3
1341	12	2	7	6	7	6	2
1342	30	2	10	6	6	8	2
1343	26	2	10	6	6	11	2
1344	26	2	12	6	7	8	3
1345	12	2	17	6	7	10	2
1346	30	2	15	6	7	20	1
1347	30	2	15	6	7	20	3
1348	26	2	20	6	7	13	1
1349	30	2	10	6	7	15	2
1350	30	2	10	6	7	8	2
1351	30	2	10	6	7	8	3
1352	30	2	3	6	6	6	1
1353	12	2	5	6	7	8	1
1354	26	2	18	6	6	20	1
1355	7	1	9	6	7	6	3
1356	7	1	9	6	7	8	3
1357	7	1	9	6	7	20	3
1358	7	1	9	6	7	12	3
1359	7	1	9	6	7	10	3
1360	7	1	9	6	7	3	3
1361	7	1	9	6	7	20	1
1362	7	1	9	6	7	8	1
1363	7	1	9	6	7	8	2
1364	7	1	9	6	7	20	2
1365	7	1	9	6	7	6	2
1366	7	1	9	6	7	12	2
1367	7	1	9	6	7	10	2
1368	7	1	9	6	7	6	1
1369	7	1	9	6	7	12	1
1370	7	1	9	6	7	7	3
1371	7	1	9	6	7	1	2
1372	7	1	9	6	7	10	1
1373	26	2	9	6	7	13	2
1374	26	2	9	6	1	12	3
1375	7	1	9	6	7	2	3
1376	12	2	17	6	7	8	1
1377	7	1	9	6	7	7	2
1378	7	1	9	6	7	16	3
1379	12	2	9	6	7	1	2
1380	26	2	9	6	7	16	3
1381	12	2	17	6	7	6	3
1382	26	2	9	6	7	1	3
1383	7	1	9	6	7	1	3
1384	30	2	9	6	7	2	3
1385	12	2	9	6	7	17	2
1386	7	1	9	6	7	13	3
1387	26	2	9	6	3	6	2
1388	7	2	17	6	7	6	3
1389	7	1	9	6	7	16	2
1390	7	1	9	6	7	3	1
1391	7	1	9	6	7	3	2
1392	7	1	9	6	7	4	3
1393	7	1	9	6	7	4	2
1394	7	2	9	6	7	1	2
1395	7	2	9	6	7	16	3
1396	7	2	9	6	7	17	3
1397	26	2	9	6	7	4	2
1398	7	2	9	6	7	17	1
1399	7	2	9	6	7	1	1
1400	7	1	9	6	7	4	1
1401	7	2	9	6	7	9	3
1402	30	2	17	6	7	11	3
1403	7	2	9	6	7	9	2
1404	7	2	9	6	7	2	2
1405	7	1	9	6	7	2	2
1406	30	2	9	6	7	4	1
1407	7	2	9	6	7	16	1
1408	26	2	17	6	6	12	2
1409	12	2	17	6	7	20	1
1410	7	2	8	6	7	20	1
1411	7	1	8	6	7	20	1
1412	26	2	8	6	6	20	1
1413	7	2	17	6	7	20	1
1414	7	1	2	6	7	20	3
1415	7	2	2	6	7	20	3
1416	26	2	4	6	7	20	3
1417	30	2	4	6	7	20	3
1418	26	2	6	6	7	20	3
1419	30	2	6	6	7	20	3
1420	12	2	6	6	7	20	3
1421	26	2	4	6	6	20	3
1422	26	2	4	6	6	20	2
1423	12	2	4	6	7	20	3
1424	12	2	2	6	7	20	3
1425	26	2	6	6	6	20	2
1426	7	2	4	6	7	20	3
1427	26	2	2	6	7	20	3
1428	30	2	4	6	6	20	3
1429	26	2	6	6	7	20	2
1430	30	2	6	6	7	20	2
1431	26	2	2	6	6	20	3
1432	30	2	4	6	7	20	2
1433	26	2	2	6	7	8	1
1434	26	2	2	6	7	8	2
1435	7	1	2	6	7	8	3
1436	26	2	2	6	7	6	3
1437	7	1	1	6	7	20	3
1438	26	2	1	6	7	20	3
1439	12	2	1	6	7	20	3
1440	7	2	1	6	7	20	3
1441	30	2	1	6	7	20	3
1442	26	2	4	6	7	20	2
1443	26	2	2	6	7	20	2
1444	7	1	2	6	7	6	3
1445	7	1	3	6	7	20	3
1446	7	2	3	6	7	20	3
1447	12	2	3	6	7	20	3
1448	26	2	3	6	7	20	3
1449	26	2	3	6	6	20	3
1450	26	2	6	6	7	6	3
1451	7	1	3	6	7	6	3
1452	7	2	3	6	7	6	3
1453	30	2	6	6	6	8	2
1454	26	2	6	6	6	6	3
1455	26	2	6	6	7	8	3
1456	26	2	6	6	6	8	3
1457	30	2	6	6	6	6	3
1458	12	2	6	6	7	6	3
1459	30	2	6	6	6	7	3
1460	30	2	6	6	6	8	3
1461	7	1	8	6	7	20	3
1462	7	2	8	6	7	20	3
1463	26	2	17	6	5	20	2
1464	26	2	17	6	5	20	1
1465	26	2	17	6	5	6	2
1466	26	2	8	6	5	20	1
1467	26	2	8	6	5	20	3
1468	26	2	17	6	5	20	3
1469	26	2	8	6	5	6	2
1470	7	1	8	6	7	6	3
1471	7	2	8	6	7	6	3
1472	26	2	8	6	7	12	2
1473	7	1	14	6	7	20	3
1474	26	2	14	6	7	20	3
1475	26	2	16	6	7	20	3
1476	12	2	14	6	7	20	3
1477	7	2	14	6	7	20	3
1478	26	2	14	6	7	20	2
1479	7	1	14	6	7	6	3
1480	7	2	14	6	7	6	3
1481	26	2	16	6	7	20	2
1482	30	2	16	6	7	20	3
1483	12	2	17	6	7	20	3
1484	26	2	8	6	6	20	3
1485	26	2	8	6	6	6	3
1486	26	2	8	6	6	6	2
1487	7	2	17	6	7	20	3
1488	12	2	14	6	7	20	2
1489	26	2	16	6	6	20	3
1490	7	1	15	6	7	20	3
1491	7	2	15	6	7	20	3
1492	12	2	15	6	7	20	3
1493	30	2	15	6	6	7	3
1494	30	2	16	6	6	8	3
1495	26	2	15	6	6	7	3
1496	26	2	15	6	7	7	3
1497	26	2	15	6	6	6	3
1498	26	2	15	6	6	12	3
1499	26	2	15	6	6	10	2
1500	7	1	15	6	7	6	3
1501	7	1	8	6	7	20	2
1502	7	2	8	6	7	20	2
1503	26	2	17	6	6	17	3
1504	7	1	8	6	7	16	3
1505	26	2	8	6	6	16	3
1506	26	2	17	6	6	16	1
1507	26	2	8	6	6	16	1
1508	26	2	8	6	6	17	1
1509	26	2	8	6	6	17	2
1510	7	1	8	6	7	10	3
1511	26	2	8	6	6	17	3
1512	26	2	8	6	6	6	1
1513	26	2	8	6	7	17	3
1514	26	2	17	6	6	16	3
1515	12	2	8	6	7	16	2
1516	26	2	10	6	6	20	3
1517	26	2	10	6	6	20	1
1518	7	1	10	6	7	20	3
1519	30	2	10	6	6	20	3
1520	30	2	10	6	6	20	1
1521	30	2	10	6	7	20	3
1522	26	2	17	4	6	20	1
1523	26	2	10	6	7	6	2
1524	30	2	10	6	7	6	2
1525	26	2	10	6	7	20	1
1526	30	2	17	4	6	20	2
1527	26	2	17	4	6	20	2
1528	7	1	9	4	7	20	3
1529	26	2	17	4	7	20	2
1530	26	2	17	4	6	20	3
1531	30	2	17	4	6	20	1
1532	26	2	17	4	6	8	1
1533	26	2	9	4	7	20	1
1534	26	2	9	4	7	20	3
1535	26	2	17	4	7	20	3
1536	12	2	9	4	7	20	3
1537	30	2	17	4	6	20	3
1538	26	2	17	2	7	20	2
1539	30	2	17	2	6	20	2
1540	26	2	17	2	6	20	2
1541	26	2	9	2	6	20	3
1542	26	2	17	2	6	20	3
1543	26	2	17	2	7	20	3
1544	26	2	9	6	6	16	3
1545	26	2	9	6	6	16	2
1546	30	2	9	6	6	12	3
1547	7	1	8	6	7	8	3
1548	12	2	8	6	7	8	1
1549	30	2	8	6	6	20	3
1550	26	2	9	6	6	16	1
1551	12	2	9	6	7	16	2
1552	26	2	8	6	7	6	1
1553	26	2	17	6	7	12	3
1554	26	2	17	6	6	11	3
1555	30	2	17	6	6	12	3
1556	26	2	17	6	6	12	3
1557	30	2	17	6	6	15	3
1558	30	2	15	6	7	6	3
1559	30	2	15	6	6	6	3
1560	7	1	15	6	7	8	3
1561	30	2	15	6	6	12	3
1562	30	2	15	6	6	9	3
1563	26	2	15	6	6	9	3
1564	7	1	7	6	7	20	3
1565	26	2	7	6	6	20	1
1566	30	2	7	6	6	20	1
1567	7	2	7	6	7	20	3
1568	30	2	7	6	7	20	1
1569	7	1	7	6	7	8	3
1570	12	2	17	6	7	11	2
1571	30	2	16	6	7	8	3
1572	26	2	16	6	7	8	3
1573	26	2	15	6	7	9	3
1574	30	2	16	6	6	7	3
1575	26	2	15	6	7	10	3
1576	26	2	15	6	7	12	3
1577	26	2	16	6	6	9	3
1578	26	2	16	6	6	7	3
1579	26	2	15	6	7	12	2
1580	26	2	15	6	7	11	2
1581	12	2	16	6	7	20	3
1582	30	2	14	6	7	20	3
1583	26	2	14	6	7	8	3
1584	12	2	17	6	7	20	2
1585	12	2	9	6	7	16	1
1586	30	2	9	6	6	16	2
1587	26	2	9	4	6	16	1
1588	26	2	9	4	6	20	1
1589	7	2	9	4	7	20	1
1590	7	2	9	4	7	20	3
1591	26	2	17	4	7	20	1
1592	30	2	9	4	6	20	1
1593	26	2	9	4	6	20	2
1594	12	2	9	6	7	2	2
1595	26	2	9	4	7	20	2
1596	30	2	17	4	7	20	2
1597	30	2	9	2	6	20	3
1598	7	2	9	2	7	20	3
1599	26	2	9	2	7	20	3
1600	26	2	9	2	6	20	2
1601	30	2	9	2	6	20	2
1602	26	2	9	2	7	20	2
1603	26	2	9	2	7	6	3
1604	26	2	9	2	7	6	2
1605	7	2	9	2	7	6	3
1606	7	1	14	6	7	8	3
1607	26	2	14	6	7	20	1
1608	30	2	9	6	1	10	3
1609	7	2	9	6	7	3	3
1610	7	2	9	6	7	2	3
1611	26	2	9	4	6	20	3
1612	7	1	9	6	7	16	1
1613	7	1	9	6	7	1	1
1614	26	2	9	6	7	1	1
1615	7	1	9	6	7	13	2
1616	7	1	19	6	7	12	2
1617	7	1	19	6	7	20	2
1618	7	1	19	6	7	6	2
1619	7	1	19	6	7	8	2
1620	26	2	19	6	7	8	2
1621	30	2	19	6	7	8	2
1622	12	2	19	6	7	8	2
1623	26	2	19	6	7	8	1
1624	26	2	19	6	7	10	1
1625	7	1	19	6	7	10	2
1626	7	2	19	6	7	8	2
1627	7	1	19	6	7	7	2
1628	26	2	19	6	7	9	2
1629	26	2	19	6	7	11	2
1630	7	1	19	6	7	20	1
1631	7	1	19	6	7	20	3
1632	26	2	19	6	7	20	1
1633	26	2	19	6	7	20	2
1634	7	1	19	6	7	8	3
1635	12	2	19	6	7	20	2
1636	7	1	19	6	7	12	3
1637	7	1	19	6	7	6	3
1638	26	2	19	6	7	15	2
1639	26	2	19	6	7	8	3
1640	7	2	19	6	7	10	3
1641	26	2	19	6	7	20	3
1642	26	2	19	6	7	12	1
1643	26	2	19	6	7	12	2
1644	26	2	19	6	7	12	3
1645	30	2	19	6	7	8	3
1646	30	2	19	6	7	8	1
1647	7	1	19	6	7	10	3
1648	12	2	19	6	7	8	3
1649	30	2	19	6	7	10	2
1650	26	2	19	6	7	10	3
1651	26	2	19	6	7	10	2
1652	7	1	19	6	7	10	1
1653	26	2	19	6	7	11	1
1654	30	2	19	6	7	20	2
1655	7	2	19	6	7	12	2
1656	30	2	19	6	7	6	2
1657	26	2	19	6	7	6	2
1658	7	2	19	6	7	20	2
1659	7	2	19	6	7	10	2
1660	12	2	19	6	7	10	2
1661	30	2	19	6	7	12	2
1662	12	2	19	6	7	6	2
1663	7	2	19	6	7	6	2
1664	7	1	19	6	7	2	2
1665	26	2	19	6	7	2	2
1666	7	1	19	6	7	3	2
1667	30	2	19	6	7	6	1
1668	7	2	19	6	7	11	2
1669	26	2	19	6	7	6	1
1670	7	1	19	6	7	6	1
1671	12	2	19	6	7	12	3
1672	26	2	19	6	7	15	3
1673	30	2	19	6	7	12	3
1674	12	2	19	6	7	12	2
1675	7	2	19	6	7	20	3
1676	26	2	19	6	7	6	3
1677	30	2	19	6	7	6	3
1678	7	2	19	6	7	6	3
1679	12	2	19	6	7	6	3
1680	30	2	8	6	6	6	3
1681	30	2	19	6	7	11	2
1682	7	2	19	6	7	8	3
1683	12	2	19	6	7	10	3
1684	26	2	19	6	7	11	3
1685	7	1	19	6	7	13	2
1686	7	2	19	6	7	8	1
1687	12	2	19	6	7	10	1
1688	26	2	19	6	7	7	2
1689	30	2	19	6	7	7	2
1690	7	2	19	6	7	7	2
1691	7	1	19	6	7	8	1
1692	7	1	19	6	7	12	1
1693	12	2	19	6	7	6	1
1694	30	2	19	6	7	10	3
1695	30	2	19	6	7	10	1
1696	7	1	19	6	7	4	3
1697	7	1	19	6	7	3	1
